artist_name,mb_artist_id,mb_country,mb_type,mb_begin_year,tag,tag_count
Jason Aldean,f24df11a-7e35-4979-a4db-a3b2a170ce27,US,Person,1977,bro-country,2
Jason Aldean,f24df11a-7e35-4979-a4db-a3b2a170ce27,US,Person,1977,pro trump,0
Kevin Powers,b6c33634-9cd0-4fb7-84b8-ebb078195070,US,Person,,,0
The Black Keys,d15721d8-56b4-453d-b506-fc915b14cba2,US,Group,2001,rock,7
The Black Keys,d15721d8-56b4-453d-b506-fc915b14cba2,US,Group,2001,alternative rock,2
The Black Keys,d15721d8-56b4-453d-b506-fc915b14cba2,US,Group,2001,blues,6
The Black Keys,d15721d8-56b4-453d-b506-fc915b14cba2,US,Group,2001,indie rock,1
The Black Keys,d15721d8-56b4-453d-b506-fc915b14cba2,US,Group,2001,indie,-1
The Black Keys,d15721d8-56b4-453d-b506-fc915b14cba2,US,Group,2001,blues rock,19
The Black Keys,d15721d8-56b4-453d-b506-fc915b14cba2,US,Group,2001,garage rock revival,1
The Black Keys,d15721d8-56b4-453d-b506-fc915b14cba2,US,Group,2001,garage rock,4
The Black Keys,d15721d8-56b4-453d-b506-fc915b14cba2,US,Group,2001,rock and indie,0
The Black Keys,d15721d8-56b4-453d-b506-fc915b14cba2,US,Group,2001,punk blues,-1
Elle King,e7287972-ca8d-4133-a1d6-5446486ed075,US,Person,1989,rock,1
Elle King,e7287972-ca8d-4133-a1d6-5446486ed075,US,Person,1989,pop,1
Elle King,e7287972-ca8d-4133-a1d6-5446486ed075,US,Person,1989,indie rock,1
Elle King,e7287972-ca8d-4133-a1d6-5446486ed075,US,Person,1989,country,1
Elle King,e7287972-ca8d-4133-a1d6-5446486ed075,US,Person,1989,alternative,2
Elle King,e7287972-ca8d-4133-a1d6-5446486ed075,US,Person,1989,blues rock,4
Elle King,e7287972-ca8d-4133-a1d6-5446486ed075,US,Person,1989,southern rock,1
Elle King,e7287972-ca8d-4133-a1d6-5446486ed075,US,Person,1989,americana,3
Elle King,e7287972-ca8d-4133-a1d6-5446486ed075,US,Person,1989,alternative country,3
Elle King,e7287972-ca8d-4133-a1d6-5446486ed075,US,Person,1989,country blues,1
Elle King,e7287972-ca8d-4133-a1d6-5446486ed075,US,Person,1989,pop soul,1
Elle King,e7287972-ca8d-4133-a1d6-5446486ed075,US,Person,1989,punk blues,1
Elle King,e7287972-ca8d-4133-a1d6-5446486ed075,US,Person,1989,country-pop,1
Elle King,e7287972-ca8d-4133-a1d6-5446486ed075,US,Person,1989,alternative country-rock,1
Elle King,e7287972-ca8d-4133-a1d6-5446486ed075,US,Person,1989,alternative/indie rock,1
Elle King,e7287972-ca8d-4133-a1d6-5446486ed075,US,Person,1989,retro-rock,1
Hudson Westbrook,5b511be8-fd02-4de2-a017-7f5d06db53e4,,Person,,,0
Gavin Adcock,4a75faf4-995d-42dd-88b6-e5ff2d61e791,,Person,1998,country,1
Zach John King,5a2ab31d-e000-4fb6-bea6-e494835dc20d,,Person,,,0
Clairo,d786f59b-1836-4ddb-8393-ab753edbe984,US,Person,1998,pop,2
Clairo,d786f59b-1836-4ddb-8393-ab753edbe984,US,Person,1998,singer-songwriter,1
Clairo,d786f59b-1836-4ddb-8393-ab753edbe984,US,Person,1998,indie,2
Clairo,d786f59b-1836-4ddb-8393-ab753edbe984,US,Person,1998,alternative,1
Clairo,d786f59b-1836-4ddb-8393-ab753edbe984,US,Person,1998,lo-fi,1
Clairo,d786f59b-1836-4ddb-8393-ab753edbe984,US,Person,1998,indie pop,2
Clairo,d786f59b-1836-4ddb-8393-ab753edbe984,US,Person,1998,indie folk,1
Clairo,d786f59b-1836-4ddb-8393-ab753edbe984,US,Person,1998,dream pop,1
Clairo,d786f59b-1836-4ddb-8393-ab753edbe984,US,Person,1998,queer,0
Clairo,d786f59b-1836-4ddb-8393-ab753edbe984,US,Person,1998,sophisti-pop,0
Clairo,d786f59b-1836-4ddb-8393-ab753edbe984,US,Person,1998,2010s,1
Clairo,d786f59b-1836-4ddb-8393-ab753edbe984,US,Person,1998,bedroom pop,3
Clairo,d786f59b-1836-4ddb-8393-ab753edbe984,US,Person,1998,2020s,1
Clairo,d786f59b-1836-4ddb-8393-ab753edbe984,US,Person,1998,gen z,2
LISA,85d76093-9865-4605-97fa-8c910929d366,JP,Person,1987,anime,2
LISA,85d76093-9865-4605-97fa-8c910929d366,JP,Person,1987,j-pop,2
LISA,85d76093-9865-4605-97fa-8c910929d366,JP,Person,1987,j-rock,2
LISA,85d76093-9865-4605-97fa-8c910929d366,JP,Person,1987,pop rock,1
ERNEST,eefcb39d-afa5-4db0-916c-e6dbe1892e8e,US,Person,1914,singer-songwriter,1
ERNEST,eefcb39d-afa5-4db0-916c-e6dbe1892e8e,US,Person,1914,country,2
ERNEST,eefcb39d-afa5-4db0-916c-e6dbe1892e8e,US,Person,1914,honky tonk,2
ERNEST,eefcb39d-afa5-4db0-916c-e6dbe1892e8e,US,Person,1914,texan,1
ERNEST,eefcb39d-afa5-4db0-916c-e6dbe1892e8e,US,Person,1914,2008 universal fire victim,1
Dylan Scott,6f614d38-ad89-4130-9aef-835ad53c9653,US,Person,1990,country,1
The Band Camino,fb4d3639-dac0-478e-8776-4417096d8381,US,Group,2015,alternative,1
The Band Camino,fb4d3639-dac0-478e-8776-4417096d8381,US,Group,2015,indie,1
The Outfield,5d400869-0471-42ee-afda-3addd73d0418,GB,Group,1984,2008 universal fire victim,1
Avery Cochrane,50a378bf-0d48-4215-afac-fd369521fdd6,,Person,,pop,1
Ashley McBryde,ba8520a7-e14a-4ba6-9ab5-1fab4d0a154f,,Person,1983,country,2
Ashley McBryde,ba8520a7-e14a-4ba6-9ab5-1fab4d0a154f,,Person,1983,country rock,1
Ashley McBryde,ba8520a7-e14a-4ba6-9ab5-1fab4d0a154f,,Person,1983,country pop,1
Ashley McBryde,ba8520a7-e14a-4ba6-9ab5-1fab4d0a154f,,Person,1983,contemporary country,2
Jelly Roll,3d094919-071f-4070-95dc-e1f350e4a5f3,US,Person,1885,jazz,4
Jelly Roll,3d094919-071f-4070-95dc-e1f350e4a5f3,US,Person,1885,blues,1
Jelly Roll,3d094919-071f-4070-95dc-e1f350e4a5f3,US,Person,1885,big band,1
Jelly Roll,3d094919-071f-4070-95dc-e1f350e4a5f3,US,Person,1885,dixieland,1
Jelly Roll,3d094919-071f-4070-95dc-e1f350e4a5f3,US,Person,1885,piano blues,1
Jelly Roll,3d094919-071f-4070-95dc-e1f350e4a5f3,US,Person,1885,ragtime,3
Michael Marcagi,d2e83041-3409-4c5a-80b6-872ae439bf17,,Person,,,0
Kameron Marlowe,be259f80-096e-4dc1-8933-d60a8cf3bc69,US,Person,1997,country,1
Cody Johnson,faabeed5-3dd0-4be5-aec5-e6486e68db2f,US,Person,1987,country,2
Bryan Adams,4dbf5678-7a31-406a-abbe-232f8ac2cd63,CA,Person,1959,rock,6
Bryan Adams,4dbf5678-7a31-406a-abbe-232f8ac2cd63,CA,Person,1959,british,0
Bryan Adams,4dbf5678-7a31-406a-abbe-232f8ac2cd63,CA,Person,1959,canadian,4
Bryan Adams,4dbf5678-7a31-406a-abbe-232f8ac2cd63,CA,Person,1959,singer-songwriter,0
Bryan Adams,4dbf5678-7a31-406a-abbe-232f8ac2cd63,CA,Person,1959,new wave,1
Bryan Adams,4dbf5678-7a31-406a-abbe-232f8ac2cd63,CA,Person,1959,hard rock,2
Bryan Adams,4dbf5678-7a31-406a-abbe-232f8ac2cd63,CA,Person,1959,power pop,2
Bryan Adams,4dbf5678-7a31-406a-abbe-232f8ac2cd63,CA,Person,1959,classic rock,1
Bryan Adams,4dbf5678-7a31-406a-abbe-232f8ac2cd63,CA,Person,1959,soft rock,6
Bryan Adams,4dbf5678-7a31-406a-abbe-232f8ac2cd63,CA,Person,1959,acoustic rock,0
Bryan Adams,4dbf5678-7a31-406a-abbe-232f8ac2cd63,CA,Person,1959,adult contemporary,0
Bryan Adams,4dbf5678-7a31-406a-abbe-232f8ac2cd63,CA,Person,1959,pop rock,3
Bryan Adams,4dbf5678-7a31-406a-abbe-232f8ac2cd63,CA,Person,1959,arena rock,0
Bryan Adams,4dbf5678-7a31-406a-abbe-232f8ac2cd63,CA,Person,1959,album oriented rock,0
Bryan Adams,4dbf5678-7a31-406a-abbe-232f8ac2cd63,CA,Person,1959,heartland rock,1
Bryan Adams,4dbf5678-7a31-406a-abbe-232f8ac2cd63,CA,Person,1959,aor,2
Bryan Adams,4dbf5678-7a31-406a-abbe-232f8ac2cd63,CA,Person,1959,rock and indie,0
Bryan Adams,4dbf5678-7a31-406a-abbe-232f8ac2cd63,CA,Person,1959,2008 universal fire victim,2
Madison Beer,749ef494-8518-4b49-b685-63d8e728d25c,US,Person,1999,pop,1
Madison Beer,749ef494-8518-4b49-b685-63d8e728d25c,US,Person,1999,singer-songwriter,1
Madison Beer,749ef494-8518-4b49-b685-63d8e728d25c,US,Person,1999,dance-pop,2
Madison Beer,749ef494-8518-4b49-b685-63d8e728d25c,US,Person,1999,alternative pop,1
Madison Beer,749ef494-8518-4b49-b685-63d8e728d25c,US,Person,1999,2020s,1
Madison Beer,749ef494-8518-4b49-b685-63d8e728d25c,US,Person,1999,gen z,1
Corbyn Besson,d578f8d4-d0d3-485d-8590-dfdb5ba07af6,,Person,1998,,0
Benson Boone,62b914a7-d775-4bb4-bb5e-d46e7df115b5,US,Person,2002,pop,5
Benson Boone,62b914a7-d775-4bb4-bb5e-d46e7df115b5,US,Person,2002,pop rock,3
Benson Boone,62b914a7-d775-4bb4-bb5e-d46e7df115b5,US,Person,2002,contemporary pop/rock,1
Benson Boone,62b914a7-d775-4bb4-bb5e-d46e7df115b5,US,Person,2002,contemporary singer/songwriter,1
Benson Boone,62b914a7-d775-4bb4-bb5e-d46e7df115b5,US,Person,2002,2020s,2
Benson Boone,62b914a7-d775-4bb4-bb5e-d46e7df115b5,US,Person,2002,gen z,1
WizTheMc,ad5b82cc-e892-4eaa-993a-243a87a1d68e,,Person,,pop rap,1
Cyndi Lauper,7bd9e20e-74b9-446a-a2ed-a223f82a36e7,US,Person,1953,rock,1
Cyndi Lauper,7bd9e20e-74b9-446a-a2ed-a223f82a36e7,US,Person,1953,synthpop,1
Cyndi Lauper,7bd9e20e-74b9-446a-a2ed-a223f82a36e7,US,Person,1953,pop,7
Cyndi Lauper,7bd9e20e-74b9-446a-a2ed-a223f82a36e7,US,Person,1953,blues,2
Cyndi Lauper,7bd9e20e-74b9-446a-a2ed-a223f82a36e7,US,Person,1953,new wave,1
Cyndi Lauper,7bd9e20e-74b9-446a-a2ed-a223f82a36e7,US,Person,1953,dance-pop,1
Cyndi Lauper,7bd9e20e-74b9-446a-a2ed-a223f82a36e7,US,Person,1953,pop rock,1
Cyndi Lauper,7bd9e20e-74b9-446a-a2ed-a223f82a36e7,US,Person,1953,classic pop and rock,0
Cyndi Lauper,7bd9e20e-74b9-446a-a2ed-a223f82a36e7,US,Person,1953,80's pop,2
Miley Cyrus,7e9bd05a-117f-4cce-87bc-e011527a8b18,US,Person,1992,rock,8
Miley Cyrus,7e9bd05a-117f-4cce-87bc-e011527a8b18,US,Person,1992,pop,15
Miley Cyrus,7e9bd05a-117f-4cce-87bc-e011527a8b18,US,Person,1992,hip hop,1
Miley Cyrus,7e9bd05a-117f-4cce-87bc-e011527a8b18,US,Person,1992,country,1
Miley Cyrus,7e9bd05a-117f-4cce-87bc-e011527a8b18,US,Person,1992,power pop,3
Miley Cyrus,7e9bd05a-117f-4cce-87bc-e011527a8b18,US,Person,1992,electropop,3
Miley Cyrus,7e9bd05a-117f-4cce-87bc-e011527a8b18,US,Person,1992,female vocals,1
Miley Cyrus,7e9bd05a-117f-4cce-87bc-e011527a8b18,US,Person,1992,dance-pop,3
Miley Cyrus,7e9bd05a-117f-4cce-87bc-e011527a8b18,US,Person,1992,pop rock,8
Miley Cyrus,7e9bd05a-117f-4cce-87bc-e011527a8b18,US,Person,1992,country pop,1
Miley Cyrus,7e9bd05a-117f-4cce-87bc-e011527a8b18,US,Person,1992,english,1
Miley Cyrus,7e9bd05a-117f-4cce-87bc-e011527a8b18,US,Person,1992,queer,3
Miley Cyrus,7e9bd05a-117f-4cce-87bc-e011527a8b18,US,Person,1992,teen pop,3
Miley Cyrus,7e9bd05a-117f-4cce-87bc-e011527a8b18,US,Person,1992,miley-cyrus,1
Miley Cyrus,7e9bd05a-117f-4cce-87bc-e011527a8b18,US,Person,1992,contemporary r&b,2
Miley Cyrus,7e9bd05a-117f-4cce-87bc-e011527a8b18,US,Person,1992,2010s,2
Miley Cyrus,7e9bd05a-117f-4cce-87bc-e011527a8b18,US,Person,1992,dnace-pop,0
Miley Cyrus,7e9bd05a-117f-4cce-87bc-e011527a8b18,US,Person,1992,nepo baby,1
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,rock,0
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,electronic,0
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,post-rock,0
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,synthpop,2
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,pop,7
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,norwegian,6
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,new wave,15
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,synth-pop,5
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,electropop,0
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,1980s,1
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,1990s,1
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,2000s,1
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,dance-pop,2
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,pop rock,0
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,new romantic,0
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,european,0
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,norsk,0
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,synth pop,1
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,video,0
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,pop and chart,0
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,euro-pop,1
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,euro-dance,1
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,sophisti-pop,1
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,punk/new wave,0
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,club/dance,0
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,dance-rock,0
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,alphaville,0
a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897,NO,Group,1983,euro-rock,0
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,rock,3
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,electronic,1
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,synthpop,0
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,pop,10
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,alternative rock,1
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,70s,0
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,80s,0
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,90s,0
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,dance,1
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,british,0
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,new wave,14
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,electro,1
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,uk,0
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,synth-pop,2
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,pop rock,1
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,new romantic,5
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,english,0
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,00s,0
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,dvd,1
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,classic pop and rock,0
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,male vocalists,0
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,10s,0
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,new romantics,0
Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB,Group,1978,duran,0
Toto,aab5c954-cabe-432e-899e-1c4f99757327,US,Group,1977,rock,8
Toto,aab5c954-cabe-432e-899e-1c4f99757327,US,Group,1977,progressive rock,1
Toto,aab5c954-cabe-432e-899e-1c4f99757327,US,Group,1977,jazz,0
Toto,aab5c954-cabe-432e-899e-1c4f99757327,US,Group,1977,american,2
Toto,aab5c954-cabe-432e-899e-1c4f99757327,US,Group,1977,hard rock,2
Toto,aab5c954-cabe-432e-899e-1c4f99757327,US,Group,1977,usa,0
Toto,aab5c954-cabe-432e-899e-1c4f99757327,US,Group,1977,américain,0
Toto,aab5c954-cabe-432e-899e-1c4f99757327,US,Group,1977,soft rock,2
Toto,aab5c954-cabe-432e-899e-1c4f99757327,US,Group,1977,pop rock,9
Toto,aab5c954-cabe-432e-899e-1c4f99757327,US,Group,1977,neo-progressive rock,1
Toto,aab5c954-cabe-432e-899e-1c4f99757327,US,Group,1977,jazz fusion,2
Toto,aab5c954-cabe-432e-899e-1c4f99757327,US,Group,1977,aor,2
Toto,aab5c954-cabe-432e-899e-1c4f99757327,US,Group,1977,classic pop and rock,0
Toto,aab5c954-cabe-432e-899e-1c4f99757327,US,Group,1977,africa,0
Toto,aab5c954-cabe-432e-899e-1c4f99757327,US,Group,1977,pagan black metal,1
Toto,aab5c954-cabe-432e-899e-1c4f99757327,US,Group,1977,west coast rock,2
Toto,aab5c954-cabe-432e-899e-1c4f99757327,US,Group,1977,yacht rock,2
Toto,aab5c954-cabe-432e-899e-1c4f99757327,US,Group,1977,nuno,1
Gracie Abrams,f7441bc7-d7de-4813-a2fc-31a4033d396d,US,Person,1999,pop,4
Gracie Abrams,f7441bc7-d7de-4813-a2fc-31a4033d396d,US,Person,1999,singer-songwriter,2
Gracie Abrams,f7441bc7-d7de-4813-a2fc-31a4033d396d,US,Person,1999,female vocals,1
Gracie Abrams,f7441bc7-d7de-4813-a2fc-31a4033d396d,US,Person,1999,folk pop,3
Gracie Abrams,f7441bc7-d7de-4813-a2fc-31a4033d396d,US,Person,1999,bedroom pop,2
Gracie Abrams,f7441bc7-d7de-4813-a2fc-31a4033d396d,US,Person,1999,2020s,1
Gracie Abrams,f7441bc7-d7de-4813-a2fc-31a4033d396d,US,Person,1999,gen z,1
Gracie Abrams,f7441bc7-d7de-4813-a2fc-31a4033d396d,US,Person,1999,nepo baby,0
CIL,cb842b2b-7bd9-45b2-a860-e2998deb4732,,Person,2002,,0
ROSÉ,49c712c9-9ebf-4505-b8e8-2e32144c7010,US,Person,,,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,rock,3
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,synthpop,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,pop,4
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,alternative rock,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,70s,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,80s,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,90s,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,folk,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,british,1
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,singer-songwriter,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,post-punk,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,new wave,1
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,uk,-1
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,progressive,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,alternative,-1
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,producer,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,female vocalists,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,art rock,7
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,baroque pop,3
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,leftfield,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,1980s,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,1970s,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,college rock,-1
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,experimental pop,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,pop rock,1
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,alternative pop,1
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,english,-1
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,chamber pop,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,england,-2
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,kent,-2
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,crossover prog,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,bexleyheath,-2
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,rock and indie,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,soulful,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,progressive pop,10
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,wuthering heights,-1
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,ambient pop,3
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,singer/songwriter,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,alternative/indie rock,-1
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,art pop,12
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,alternative rock music,1
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,avant-garde pop,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,women composers,1
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,progressive rock music,1
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,the lost generation,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,sound recording executives and producers,1
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,baby boomer,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,singer-songwriter music,0
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,women singers,1
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,,Person,1958,women rock musicians,1
Eurythmics,b4d32cff-f19e-455f-86c4-f347d824ca61,GB,Group,1980,rock,0
Eurythmics,b4d32cff-f19e-455f-86c4-f347d824ca61,GB,Group,1980,electronic,0
Eurythmics,b4d32cff-f19e-455f-86c4-f347d824ca61,GB,Group,1980,synthpop,5
Eurythmics,b4d32cff-f19e-455f-86c4-f347d824ca61,GB,Group,1980,pop,11
Eurythmics,b4d32cff-f19e-455f-86c4-f347d824ca61,GB,Group,1980,british,0
Eurythmics,b4d32cff-f19e-455f-86c4-f347d824ca61,GB,Group,1980,new wave,12
Eurythmics,b4d32cff-f19e-455f-86c4-f347d824ca61,GB,Group,1980,uk,0
Eurythmics,b4d32cff-f19e-455f-86c4-f347d824ca61,GB,Group,1980,synth-pop,12
Eurythmics,b4d32cff-f19e-455f-86c4-f347d824ca61,GB,Group,1980,rnb,0
Eurythmics,b4d32cff-f19e-455f-86c4-f347d824ca61,GB,Group,1980,pop rock,4
Eurythmics,b4d32cff-f19e-455f-86c4-f347d824ca61,GB,Group,1980,film soundtrack,1
Eurythmics,b4d32cff-f19e-455f-86c4-f347d824ca61,GB,Group,1980,classic pop and rock,0
Eurythmics,b4d32cff-f19e-455f-86c4-f347d824ca61,GB,Group,1980,dance-rock,0
Eurythmics,b4d32cff-f19e-455f-86c4-f347d824ca61,GB,Group,1980,art pop,3
Eurythmics,b4d32cff-f19e-455f-86c4-f347d824ca61,GB,Group,1980,new pop,1
Reneé Rapp,e4378b7a-6138-441a-aa34-50e11a562066,US,Person,2000,pop,2
Reneé Rapp,e4378b7a-6138-441a-aa34-50e11a562066,US,Person,2000,american,1
Reneé Rapp,e4378b7a-6138-441a-aa34-50e11a562066,US,Person,2000,usa,1
Reneé Rapp,e4378b7a-6138-441a-aa34-50e11a562066,US,Person,2000,rnb,1
Reneé Rapp,e4378b7a-6138-441a-aa34-50e11a562066,US,Person,2000,female vocals,1
Reneé Rapp,e4378b7a-6138-441a-aa34-50e11a562066,US,Person,2000,alternative pop,1
Reneé Rapp,e4378b7a-6138-441a-aa34-50e11a562066,US,Person,2000,musical,1
Reneé Rapp,e4378b7a-6138-441a-aa34-50e11a562066,US,Person,2000,queer,1
Reneé Rapp,e4378b7a-6138-441a-aa34-50e11a562066,US,Person,2000,2020s,1
Reneé Rapp,e4378b7a-6138-441a-aa34-50e11a562066,US,Person,2000,gen z,1
Reneé Rapp,e4378b7a-6138-441a-aa34-50e11a562066,US,Person,2000,my top songs,1
keshi,ee74db56-c264-4c23-9504-29e2d8078f36,US,Person,1994,bedroom pop,1
PinkPantheress,7441014f-f8f5-494f-81db-ff166fbc078d,,Person,2001,pop,2
PinkPantheress,7441014f-f8f5-494f-81db-ff166fbc078d,,Person,2001,drum and bass,3
PinkPantheress,7441014f-f8f5-494f-81db-ff166fbc078d,,Person,2001,jungle,2
